transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,transaction_datetime
131008,2023-06-15 00:00:00,09:59:05,2,3,Astoria,58,"3,5",Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2023-06-15 09:59:05
131009,2023-06-15 00:00:00,09:59:35,2,3,Astoria,31,"2,2",Coffee,Gourmet brewed coffee,Ethiopia Sm,2023-06-15 09:59:35
131010,2023-06-15 00:00:00,10:00:15,2,5,Lower Manhattan,27,"3,5",Coffee,Organic brewed coffee,Brazilian Lg,2023-06-15 10:00:15
131011,2023-06-15 00:00:00,10:00:15,1,5,Lower Manhattan,75,"3,5",Bakery,Pastry,Croissant,2023-06-15 10:00:15
131012,2023-06-15 00:00:00,10:01:26,2,3,Astoria,31,"2,2",Coffee,Gourmet brewed coffee,Ethiopia Sm,2023-06-15 10:01:26
131013,2023-06-15 00:00:00,10:01:45,2,5,Lower Manhattan,40,"3,75",Coffee,Barista Espresso,Cappuccino,2023-06-15 10:01:45
131014,2023-06-15 00:00:00,10:01:45,1,5,Lower Manhattan,84,"0,8",Flavours,Regular syrup,Chocolate syrup,2023-06-15 10:01:45
131015,2023-06-15 00:00:00,10:02:09,2,5,Lower Manhattan,42,"2,5",Tea,Brewed herbal tea,Lemon Grass Rg,2023-06-15 10:02:09
131016,2023-06-15 00:00:00,10:02:19,1,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023-06-15 10:02:19
131017,2023-06-15 00:00:00,10:02:52,2,3,Astoria,44,"2,5",Tea,Brewed herbal tea,Peppermint Rg,2023-06-15 10:02:52
131018,2023-06-15 00:00:00,10:04:25,1,8,Hell's Kitchen,72,"3,25",Bakery,Scone,Ginger Scone,2023-06-15 10:04:25
131019,2023-06-15 00:00:00,10:04:25,1,8,Hell's Kitchen,87,"2,1",Coffee,Barista Espresso,Ouro Brasileiro shot,2023-06-15 10:04:25
131020,2023-06-15 00:00:00,10:04:25,1,8,Hell's Kitchen,70,"3,25",Bakery,Scone,Cranberry Scone,2023-06-15 10:04:25
131021,2023-06-15 00:00:00,10:04:58,2,8,Hell's Kitchen,36,"3,75",Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2023-06-15 10:04:58
131022,2023-06-15 00:00:00,10:05:21,2,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg,2023-06-15 10:05:21
131023,2023-06-15 00:00:00,10:05:21,1,5,Lower Manhattan,75,"3,5",Bakery,Pastry,Croissant,2023-06-15 10:05:21
131024,2023-06-15 00:00:00,10:05:24,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,2023-06-15 10:05:24
131025,2023-06-15 00:00:00,10:05:24,1,5,Lower Manhattan,71,"3,75",Bakery,Pastry,Chocolate Croissant,2023-06-15 10:05:24
131026,2023-06-15 00:00:00,10:05:46,1,3,Astoria,57,"3,1",Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,2023-06-15 10:05:46
131027,2023-06-15 00:00:00,10:05:53,1,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2023-06-15 10:05:53
131028,2023-06-15 00:00:00,10:06:49,1,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2023-06-15 10:06:49
131029,2023-06-15 00:00:00,10:07:04,1,3,Astoria,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,2023-06-15 10:07:04
131030,2023-06-15 00:00:00,10:07:42,2,8,Hell's Kitchen,27,"3,5",Coffee,Organic brewed coffee,Brazilian Lg,2023-06-15 10:07:42
131031,2023-06-15 00:00:00,10:08:24,1,3,Astoria,56,"2,55",Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023-06-15 10:08:24
131032,2023-06-15 00:00:00,10:08:24,1,3,Astoria,70,"3,25",Bakery,Scone,Cranberry Scone,2023-06-15 10:08:24
131033,2023-06-15 00:00:00,10:08:24,1,5,Lower Manhattan,57,"3,1",Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,2023-06-15 10:08:24
131034,2023-06-15 00:00:00,10:08:24,1,5,Lower Manhattan,69,"3,25",Bakery,Biscotti,Hazelnut Biscotti,2023-06-15 10:08:24
131035,2023-06-15 00:00:00,10:08:34,1,3,Astoria,34,"2,45",Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2023-06-15 10:08:34
131036,2023-06-15 00:00:00,10:08:45,2,3,Astoria,59,"4,5",Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023-06-15 10:08:45
131037,2023-06-15 00:00:00,10:08:46,2,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2023-06-15 10:08:46
131038,2023-06-15 00:00:00,10:09:11,1,5,Lower Manhattan,36,"3,75",Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2023-06-15 10:09:11
131039,2023-06-15 00:00:00,10:09:44,1,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot,2023-06-15 10:09:44
131040,2023-06-15 00:00:00,10:09:44,1,3,Astoria,65,"0,8",Flavours,Sugar free syrup,Sugar Free Vanilla syrup,2023-06-15 10:09:44
131041,2023-06-15 00:00:00,10:11:09,3,5,Lower Manhattan,54,"2,5",Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2023-06-15 10:11:09
131042,2023-06-15 00:00:00,10:11:11,1,5,Lower Manhattan,59,"4,5",Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023-06-15 10:11:11
131043,2023-06-15 00:00:00,10:11:11,1,5,Lower Manhattan,75,"3,5",Bakery,Pastry,Croissant,2023-06-15 10:11:11
131044,2023-06-15 00:00:00,10:11:31,1,5,Lower Manhattan,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,2023-06-15 10:11:31
131045,2023-06-15 00:00:00,10:11:54,2,3,Astoria,38,"3,75",Coffee,Barista Espresso,Latte,2023-06-15 10:11:54
131046,2023-06-15 00:00:00,10:11:54,2,3,Astoria,65,"0,8",Flavours,Sugar free syrup,Sugar Free Vanilla syrup,2023-06-15 10:11:54
131047,2023-06-15 00:00:00,10:12:02,1,3,Astoria,36,"3,75",Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2023-06-15 10:12:02
131048,2023-06-15 00:00:00,10:13:05,1,8,Hell's Kitchen,60,"3,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,2023-06-15 10:13:05
131049,2023-06-15 00:00:00,10:14:20,2,3,Astoria,57,"3,1",Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,2023-06-15 10:14:20
131050,2023-06-15 00:00:00,10:14:20,1,3,Astoria,76,"3,5",Bakery,Biscotti,Chocolate Chip Biscotti,2023-06-15 10:14:20
131051,2023-06-15 00:00:00,10:14:27,1,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot,2023-06-15 10:14:27
131052,2023-06-15 00:00:00,10:14:27,1,5,Lower Manhattan,84,"0,8",Flavours,Regular syrup,Chocolate syrup,2023-06-15 10:14:27
131053,2023-06-15 00:00:00,10:14:36,2,8,Hell's Kitchen,27,"3,5",Coffee,Organic brewed coffee,Brazilian Lg,2023-06-15 10:14:36
131054,2023-06-15 00:00:00,10:15:01,3,5,Lower Manhattan,35,"3,1",Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2023-06-15 10:15:01
131055,2023-06-15 00:00:00,10:17:36,2,8,Hell's Kitchen,61,"4,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023-06-15 10:17:36
131056,2023-06-15 00:00:00,10:17:42,1,5,Lower Manhattan,42,"2,5",Tea,Brewed herbal tea,Lemon Grass Rg,2023-06-15 10:17:42
131057,2023-06-15 00:00:00,10:17:42,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone,2023-06-15 10:17:42
131058,2023-06-15 00:00:00,10:18:23,1,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2023-06-15 10:18:23
131059,2023-06-15 00:00:00,10:18:33,1,3,Astoria,35,"3,1",Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2023-06-15 10:18:33
131060,2023-06-15 00:00:00,10:18:47,2,8,Hell's Kitchen,61,"4,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023-06-15 10:18:47
131061,2023-06-15 00:00:00,10:19:03,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2023-06-15 10:19:03
131062,2023-06-15 00:00:00,10:19:03,1,3,Astoria,79,"3,75",Bakery,Scone,Jumbo Savory Scone,2023-06-15 10:19:03
131063,2023-06-15 00:00:00,10:19:03,1,3,Astoria,10,10,Coffee beans,Green beans,Guatemalan Sustainably Grown,2023-06-15 10:19:03
131064,2023-06-15 00:00:00,10:19:23,1,3,Astoria,61,"4,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023-06-15 10:19:23
131065,2023-06-15 00:00:00,10:20:59,2,5,Lower Manhattan,61,"4,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023-06-15 10:20:59
131066,2023-06-15 00:00:00,10:21:06,1,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,2023-06-15 10:21:06
131067,2023-06-15 00:00:00,10:21:06,1,8,Hell's Kitchen,70,"3,25",Bakery,Scone,Cranberry Scone,2023-06-15 10:21:06
131068,2023-06-15 00:00:00,10:21:10,1,5,Lower Manhattan,46,"2,5",Tea,Brewed Green tea,Serenity Green Tea Rg,2023-06-15 10:21:10
131069,2023-06-15 00:00:00,10:21:10,1,5,Lower Manhattan,73,"3,75",Bakery,Pastry,Almond Croissant,2023-06-15 10:21:10
131070,2023-06-15 00:00:00,10:21:13,2,3,Astoria,61,"4,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023-06-15 10:21:13
131071,2023-06-15 00:00:00,10:21:25,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2023-06-15 10:21:25
131072,2023-06-15 00:00:00,10:21:27,1,3,Astoria,44,"2,5",Tea,Brewed herbal tea,Peppermint Rg,2023-06-15 10:21:27
131073,2023-06-15 00:00:00,10:21:31,2,8,Hell's Kitchen,23,"2,5",Coffee,Drip coffee,Our Old Time Diner Blend Rg,2023-06-15 10:21:31
131074,2023-06-15 00:00:00,10:21:31,1,8,Hell's Kitchen,72,"3,25",Bakery,Scone,Ginger Scone,2023-06-15 10:21:31
131075,2023-06-15 00:00:00,10:21:35,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2023-06-15 10:21:35
131076,2023-06-15 00:00:00,10:23:26,1,3,Astoria,60,"3,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,2023-06-15 10:23:26
131077,2023-06-15 00:00:00,10:23:26,1,3,Astoria,69,"3,25",Bakery,Biscotti,Hazelnut Biscotti,2023-06-15 10:23:26
131078,2023-06-15 00:00:00,10:23:58,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg,2023-06-15 10:23:58
131079,2023-06-15 00:00:00,10:23:58,1,3,Astoria,70,"3,25",Bakery,Scone,Cranberry Scone,2023-06-15 10:23:58
131080,2023-06-15 00:00:00,10:24:58,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg,2023-06-15 10:24:58
131081,2023-06-15 00:00:00,10:24:58,1,3,Astoria,74,"3,5",Bakery,Biscotti,Ginger Biscotti,2023-06-15 10:24:58
131082,2023-06-15 00:00:00,10:26:02,2,8,Hell's Kitchen,40,"3,75",Coffee,Barista Espresso,Cappuccino,2023-06-15 10:26:02
131083,2023-06-15 00:00:00,10:26:02,2,8,Hell's Kitchen,63,"0,8",Flavours,Regular syrup,Carmel syrup,2023-06-15 10:26:02
131084,2023-06-15 00:00:00,10:26:03,1,3,Astoria,44,"2,5",Tea,Brewed herbal tea,Peppermint Rg,2023-06-15 10:26:03
131085,2023-06-15 00:00:00,10:26:12,1,5,Lower Manhattan,35,"3,1",Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2023-06-15 10:26:12
131086,2023-06-15 00:00:00,10:26:57,1,5,Lower Manhattan,52,"2,5",Tea,Brewed Chai tea,Traditional Blend Chai Rg,2023-06-15 10:26:57
131087,2023-06-15 00:00:00,10:26:58,2,8,Hell's Kitchen,25,"2,2",Coffee,Organic brewed coffee,Brazilian Sm,2023-06-15 10:26:58
131088,2023-06-15 00:00:00,10:27:14,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2023-06-15 10:27:14
131089,2023-06-15 00:00:00,10:27:17,1,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot,2023-06-15 10:27:17
131090,2023-06-15 00:00:00,10:27:17,1,3,Astoria,84,"0,8",Flavours,Regular syrup,Chocolate syrup,2023-06-15 10:27:17
131091,2023-06-15 00:00:00,10:27:17,1,3,Astoria,70,"3,25",Bakery,Scone,Cranberry Scone,2023-06-15 10:27:17
131092,2023-06-15 00:00:00,10:27:34,2,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,2023-06-15 10:27:34
131093,2023-06-15 00:00:00,10:27:34,1,3,Astoria,76,"3,5",Bakery,Biscotti,Chocolate Chip Biscotti,2023-06-15 10:27:34
131094,2023-06-15 00:00:00,10:28:07,2,3,Astoria,27,"3,5",Coffee,Organic brewed coffee,Brazilian Lg,2023-06-15 10:28:07
131095,2023-06-15 00:00:00,10:28:10,2,5,Lower Manhattan,25,"2,2",Coffee,Organic brewed coffee,Brazilian Sm,2023-06-15 10:28:10
131096,2023-06-15 00:00:00,10:28:27,1,5,Lower Manhattan,31,"2,2",Coffee,Gourmet brewed coffee,Ethiopia Sm,2023-06-15 10:28:27
131097,2023-06-15 00:00:00,10:28:31,2,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2023-06-15 10:28:31
131098,2023-06-15 00:00:00,10:29:16,2,8,Hell's Kitchen,38,"3,75",Coffee,Barista Espresso,Latte,2023-06-15 10:29:16
131099,2023-06-15 00:00:00,10:29:16,1,8,Hell's Kitchen,75,"3,5",Bakery,Pastry,Croissant,2023-06-15 10:29:16
131100,2023-06-15 00:00:00,10:29:27,1,3,Astoria,40,"3,75",Coffee,Barista Espresso,Cappuccino,2023-06-15 10:29:27
131101,2023-06-15 00:00:00,10:29:27,1,3,Astoria,65,"0,8",Flavours,Sugar free syrup,Sugar Free Vanilla syrup,2023-06-15 10:29:27
131102,2023-06-15 00:00:00,10:29:32,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2023-06-15 10:29:32
131103,2023-06-15 00:00:00,10:29:36,1,3,Astoria,60,"3,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,2023-06-15 10:29:36
131104,2023-06-15 00:00:00,10:29:36,1,3,Astoria,69,"3,25",Bakery,Biscotti,Hazelnut Biscotti,2023-06-15 10:29:36
131105,2023-06-15 00:00:00,10:29:39,2,3,Astoria,38,"3,75",Coffee,Barista Espresso,Latte,2023-06-15 10:29:39
131106,2023-06-15 00:00:00,10:29:39,1,3,Astoria,64,"0,8",Flavours,Regular syrup,Hazelnut syrup,2023-06-15 10:29:39
131107,2023-06-15 00:00:00,10:29:39,1,3,Astoria,71,"3,75",Bakery,Pastry,Chocolate Croissant,2023-06-15 10:29:39
131108,2023-06-15 00:00:00,10:30:32,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2023-06-15 10:30:32
131109,2023-06-15 00:00:00,10:30:32,1,8,Hell's Kitchen,75,"3,5",Bakery,Pastry,Croissant,2023-06-15 10:30:32
131110,2023-06-15 00:00:00,10:31:20,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023-06-15 10:31:20
131111,2023-06-15 00:00:00,10:31:20,1,3,Astoria,72,"3,25",Bakery,Scone,Ginger Scone,2023-06-15 10:31:20
131112,2023-06-15 00:00:00,10:31:24,1,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg,2023-06-15 10:31:24
131113,2023-06-15 00:00:00,10:31:24,1,5,Lower Manhattan,72,"3,25",Bakery,Scone,Ginger Scone,2023-06-15 10:31:24
131114,2023-06-15 00:00:00,10:31:46,2,3,Astoria,39,"4,25",Coffee,Barista Espresso,Latte Rg,2023-06-15 10:31:46
131115,2023-06-15 00:00:00,10:31:46,1,3,Astoria,84,"0,8",Flavours,Regular syrup,Chocolate syrup,2023-06-15 10:31:46
131116,2023-06-15 00:00:00,10:31:46,1,3,Astoria,75,"3,5",Bakery,Pastry,Croissant,2023-06-15 10:31:46
131117,2023-06-15 00:00:00,10:31:59,2,5,Lower Manhattan,61,"4,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023-06-15 10:31:59
131118,2023-06-15 00:00:00,10:32:28,1,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,2023-06-15 10:32:28
131119,2023-06-15 00:00:00,10:32:29,1,5,Lower Manhattan,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,2023-06-15 10:32:29
131120,2023-06-15 00:00:00,10:32:36,2,3,Astoria,39,"4,25",Coffee,Barista Espresso,Latte Rg,2023-06-15 10:32:36
131121,2023-06-15 00:00:00,10:32:36,2,3,Astoria,64,"0,8",Flavours,Regular syrup,Hazelnut syrup,2023-06-15 10:32:36
131122,2023-06-15 00:00:00,10:33:07,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,2023-06-15 10:33:07
131123,2023-06-15 00:00:00,10:33:38,1,5,Lower Manhattan,58,"3,5",Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2023-06-15 10:33:38
131124,2023-06-15 00:00:00,10:34:03,1,3,Astoria,58,"3,5",Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2023-06-15 10:34:03
131125,2023-06-15 00:00:00,10:34:04,2,3,Astoria,40,"3,75",Coffee,Barista Espresso,Cappuccino,2023-06-15 10:34:04
131126,2023-06-15 00:00:00,10:34:04,2,3,Astoria,63,"0,8",Flavours,Regular syrup,Carmel syrup,2023-06-15 10:34:04
131127,2023-06-15 00:00:00,10:34:04,1,3,Astoria,20,"7,6",Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,2023-06-15 10:34:04
131128,2023-06-15 00:00:00,10:34:12,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,2023-06-15 10:34:12
131129,2023-06-15 00:00:00,10:34:45,2,8,Hell's Kitchen,54,"2,5",Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2023-06-15 10:34:45
131130,2023-06-15 00:00:00,10:35:13,2,5,Lower Manhattan,59,"4,5",Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023-06-15 10:35:13
131131,2023-06-15 00:00:00,10:35:13,1,5,Lower Manhattan,76,"3,5",Bakery,Biscotti,Chocolate Chip Biscotti,2023-06-15 10:35:13
131132,2023-06-15 00:00:00,10:35:18,2,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2023-06-15 10:35:18
131133,2023-06-15 00:00:00,10:36:12,1,5,Lower Manhattan,44,"2,5",Tea,Brewed herbal tea,Peppermint Rg,2023-06-15 10:36:12
131134,2023-06-15 00:00:00,10:36:12,1,5,Lower Manhattan,4,"20,45",Coffee beans,Espresso Beans,Primo Espresso Roast,2023-06-15 10:36:12
131135,2023-06-15 00:00:00,10:36:20,2,3,Astoria,41,"4,25",Coffee,Barista Espresso,Cappuccino Lg,2023-06-15 10:36:20
131136,2023-06-15 00:00:00,10:36:20,1,3,Astoria,84,"0,8",Flavours,Regular syrup,Chocolate syrup,2023-06-15 10:36:20
131137,2023-06-15 00:00:00,10:36:20,1,3,Astoria,71,"3,75",Bakery,Pastry,Chocolate Croissant,2023-06-15 10:36:20
131138,2023-06-15 00:00:00,10:36:42,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg,2023-06-15 10:36:42
131139,2023-06-15 00:00:00,10:36:42,2,8,Hell's Kitchen,25,"2,2",Coffee,Organic brewed coffee,Brazilian Sm,2023-06-15 10:36:42
131140,2023-06-15 00:00:00,10:36:42,1,8,Hell's Kitchen,70,"3,25",Bakery,Scone,Cranberry Scone,2023-06-15 10:36:42
131141,2023-06-15 00:00:00,10:37:45,1,8,Hell's Kitchen,44,"2,5",Tea,Brewed herbal tea,Peppermint Rg,2023-06-15 10:37:45
131142,2023-06-15 00:00:00,10:37:50,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,2023-06-15 10:37:50
131143,2023-06-15 00:00:00,10:37:50,1,8,Hell's Kitchen,19,"6,4",Packaged Chocolate,Drinking Chocolate,Dark chocolate,2023-06-15 10:37:50
131144,2023-06-15 00:00:00,10:38:41,1,8,Hell's Kitchen,54,"2,5",Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2023-06-15 10:38:41
131145,2023-06-15 00:00:00,10:38:41,1,8,Hell's Kitchen,4,"20,45",Coffee beans,Espresso Beans,Primo Espresso Roast,2023-06-15 10:38:41
131146,2023-06-15 00:00:00,10:38:45,1,5,Lower Manhattan,41,"4,25",Coffee,Barista Espresso,Cappuccino Lg,2023-06-15 10:38:45
131147,2023-06-15 00:00:00,10:38:45,2,5,Lower Manhattan,84,"0,8",Flavours,Regular syrup,Chocolate syrup,2023-06-15 10:38:45
131148,2023-06-15 00:00:00,10:38:46,1,5,Lower Manhattan,29,"2,5",Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2023-06-15 10:38:46
131149,2023-06-15 00:00:00,10:38:53,1,5,Lower Manhattan,40,"3,75",Coffee,Barista Espresso,Cappuccino,2023-06-15 10:38:53
131150,2023-06-15 00:00:00,10:38:53,2,5,Lower Manhattan,84,"0,8",Flavours,Regular syrup,Chocolate syrup,2023-06-15 10:38:53
131151,2023-06-15 00:00:00,10:38:58,2,3,Astoria,52,"2,5",Tea,Brewed Chai tea,Traditional Blend Chai Rg,2023-06-15 10:38:58
131152,2023-06-15 00:00:00,10:39:05,1,3,Astoria,36,"3,75",Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2023-06-15 10:39:05
131153,2023-06-15 00:00:00,10:39:05,1,3,Astoria,75,"3,5",Bakery,Pastry,Croissant,2023-06-15 10:39:05
131154,2023-06-15 00:00:00,10:40:15,1,8,Hell's Kitchen,59,"4,5",Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023-06-15 10:40:15
131155,2023-06-15 00:00:00,10:41:35,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2023-06-15 10:41:35
131156,2023-06-15 00:00:00,10:42:05,1,5,Lower Manhattan,35,"3,1",Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2023-06-15 10:42:05
131157,2023-06-15 00:00:00,10:42:05,1,5,Lower Manhattan,69,"3,25",Bakery,Biscotti,Hazelnut Biscotti,2023-06-15 10:42:05
131158,2023-06-15 00:00:00,10:42:53,2,3,Astoria,39,"4,25",Coffee,Barista Espresso,Latte Rg,2023-06-15 10:42:53
131159,2023-06-15 00:00:00,10:42:53,1,3,Astoria,63,"0,8",Flavours,Regular syrup,Carmel syrup,2023-06-15 10:42:53
131160,2023-06-15 00:00:00,10:43:02,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2023-06-15 10:43:02
131161,2023-06-15 00:00:00,10:43:34,1,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2023-06-15 10:43:34
131162,2023-06-15 00:00:00,10:43:35,2,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,2023-06-15 10:43:35
131163,2023-06-15 00:00:00,10:43:59,1,5,Lower Manhattan,50,"2,5",Tea,Brewed Black tea,Earl Grey Rg,2023-06-15 10:43:59
131164,2023-06-15 00:00:00,10:43:59,1,5,Lower Manhattan,13,"8,95",Loose Tea,Black tea,English Breakfast,2023-06-15 10:43:59
131165,2023-06-15 00:00:00,10:44:40,2,3,Astoria,59,"4,5",Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023-06-15 10:44:40
131166,2023-06-15 00:00:00,10:45:52,1,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg,2023-06-15 10:45:52
131167,2023-06-15 00:00:00,10:46:22,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2023-06-15 10:46:22
131168,2023-06-15 00:00:00,10:46:40,1,8,Hell's Kitchen,39,"4,25",Coffee,Barista Espresso,Latte Rg,2023-06-15 10:46:40
131169,2023-06-15 00:00:00,10:46:40,2,8,Hell's Kitchen,64,"0,8",Flavours,Regular syrup,Hazelnut syrup,2023-06-15 10:46:40
131170,2023-06-15 00:00:00,10:47:53,2,8,Hell's Kitchen,54,"2,5",Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2023-06-15 10:47:53
131171,2023-06-15 00:00:00,10:48:20,1,8,Hell's Kitchen,44,"2,5",Tea,Brewed herbal tea,Peppermint Rg,2023-06-15 10:48:20
131172,2023-06-15 00:00:00,10:48:26,1,5,Lower Manhattan,23,"2,5",Coffee,Drip coffee,Our Old Time Diner Blend Rg,2023-06-15 10:48:26
131173,2023-06-15 00:00:00,10:48:26,1,5,Lower Manhattan,69,"3,25",Bakery,Biscotti,Hazelnut Biscotti,2023-06-15 10:48:26
131174,2023-06-15 00:00:00,10:48:28,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023-06-15 10:48:28
131175,2023-06-15 00:00:00,10:48:40,1,8,Hell's Kitchen,87,"2,1",Coffee,Barista Espresso,Ouro Brasileiro shot,2023-06-15 10:48:40
131176,2023-06-15 00:00:00,10:48:40,1,8,Hell's Kitchen,72,"3,25",Bakery,Scone,Ginger Scone,2023-06-15 10:48:40
131177,2023-06-15 00:00:00,10:48:40,1,8,Hell's Kitchen,13,"8,95",Loose Tea,Black tea,English Breakfast,2023-06-15 10:48:40
131178,2023-06-15 00:00:00,10:48:58,2,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2023-06-15 10:48:58
131179,2023-06-15 00:00:00,10:48:58,1,5,Lower Manhattan,74,"3,5",Bakery,Biscotti,Ginger Biscotti,2023-06-15 10:48:58
131180,2023-06-15 00:00:00,10:49:15,1,5,Lower Manhattan,56,"2,55",Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023-06-15 10:49:15
131181,2023-06-15 00:00:00,10:49:29,1,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg,2023-06-15 10:49:29
131182,2023-06-15 00:00:00,10:49:29,1,3,Astoria,78,"4,5",Bakery,Scone,Scottish Cream Scone ,2023-06-15 10:49:29
131183,2023-06-15 00:00:00,10:49:31,2,5,Lower Manhattan,27,"3,5",Coffee,Organic brewed coffee,Brazilian Lg,2023-06-15 10:49:31
131184,2023-06-15 00:00:00,10:49:31,1,5,Lower Manhattan,74,"3,5",Bakery,Biscotti,Ginger Biscotti,2023-06-15 10:49:31
131185,2023-06-15 00:00:00,10:49:33,2,5,Lower Manhattan,61,"4,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023-06-15 10:49:33
131186,2023-06-15 00:00:00,10:49:33,1,5,Lower Manhattan,71,"3,75",Bakery,Pastry,Chocolate Croissant,2023-06-15 10:49:33
